中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,11 ms,7 Mbps,973 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,430 Mbps,55091 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,376 Mbps,48128 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,302 Mbps,38707 kB/s
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,73 ms,259 Mbps,33177 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,72 ms,338 Mbps,43315 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,347 Mbps,44441 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,64 ms,300 Mbps,38502 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,224 Mbps,28774 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,351 Mbps,44953 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,320 Mbps,40960 kB/s
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,71 ms,321 Mbps,41164 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,234 Mbps,30003 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,47 Mbps,6090 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,236 Mbps,30310 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,108 ms,50 Mbps,6419 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,17 Mbps,2203 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,105 Mbps,13516 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,174 ms,134 Mbps,17203 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,182 ms,43 Mbps,5593 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,37 Mbps,4768 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,33 Mbps,4337 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,301 ms,52 Mbps,6718 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,327 ms,1 Mbps,137 kB/s
