中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,687 Mbps,87961 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,63 ms,381 Mbps,48844 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,62 ms,392 Mbps,50176 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,62 ms,443 Mbps,56729 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,41 ms,0 Mbps,96 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,396 Mbps,50688 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,322 Mbps,41267 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,101 ms,42 Mbps,5443 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,239 Mbps,30617 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,67 ms,204 Mbps,26214 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,48 Mbps,6201 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,279 Mbps,35737 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,226 Mbps,28979 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,46 Mbps,5908 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,162 ms,40 Mbps,5202 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,40 Mbps,5149 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,113 Mbps,14540 kB/s
143.47.182.90,443,163.123.193.3,DE,Munich,隧道,93 ms,130 Mbps,16691 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,39 Mbps,5097 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,221 ms,9 Mbps,1254 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,193 ms,33 Mbps,4282 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,37 Mbps,4776 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,210 ms,38 Mbps,4963 kB/s
