中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,824 Mbps,105472 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,15 ms,112 Mbps,14438 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,6 Mbps,816 kB/s
35.197.23.75,443,35.212.181.70,US,Seattle,隧道,50 ms,443 Mbps,56729 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,61 ms,414 Mbps,53043 kB/s
35.230.79.26,443,35.212.181.70,US,Seattle,隧道,51 ms,464 Mbps,59392 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,404 Mbps,51712 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,412 Mbps,52838 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,80 ms,368 Mbps,47104 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,230 Mbps,29491 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,264 Mbps,33792 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,204 Mbps,26112 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,158 Mbps,20275 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,52 Mbps,6668 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,135 ms,161 Mbps,20684 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,151 ms,42 Mbps,5443 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,161 ms,46 Mbps,5912 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,122 ms,46 Mbps,5898 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,38 Mbps,4955 kB/s
129.154.197.32,443,161.118.151.165,KR,Seoul,隧道,200 ms,77 Mbps,9932 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,222 ms,32 Mbps,4212 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,200 ms,37 Mbps,4796 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,204 ms,11 Mbps,1444 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,238 ms,41 Mbps,5361 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,246 ms,73 Mbps,9457 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,202 ms,36 Mbps,4661 kB/s
