中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,760 Mbps,97280 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,15 ms,88 Mbps,11264 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,52 ms,525 Mbps,67276 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,435 Mbps,55705 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,6 Mbps,833 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,428 Mbps,54886 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,52 ms,408 Mbps,52224 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,418 Mbps,53555 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,49 ms,379 Mbps,48537 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,76 ms,457 Mbps,58572 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,66 ms,252 Mbps,32256 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,44 Mbps,5694 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,185 Mbps,23756 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,216 Mbps,27750 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,108 ms,43 Mbps,5607 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,120 ms,180 Mbps,23142 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,167 Mbps,21401 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,107 ms,46 Mbps,6000 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,48 Mbps,6153 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,39 Mbps,5099 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,190 ms,39 Mbps,5028 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,39 Mbps,5071 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,209 ms,9 Mbps,1220 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,37 Mbps,4825 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,237 ms,37 Mbps,4760 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,194 ms,0 Mbps,6 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,202 ms,1 Mbps,151 kB/s
