中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,824 Mbps,105472 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,912 kB/s
35.230.79.26,443,35.212.173.150,US,Seattle,隧道,48 ms,427 Mbps,54681 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,439 Mbps,56217 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,21 ms,63 Mbps,8150 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,409 Mbps,52428 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,48 ms,483 Mbps,61849 kB/s
35.197.23.75,443,35.212.173.150,US,Seattle,隧道,48 ms,472 Mbps,60416 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,455 Mbps,58265 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,188 Mbps,24166 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,260 Mbps,33280 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,97 ms,45 Mbps,5778 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,220 Mbps,28262 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,187 Mbps,23961 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,108 ms,43 Mbps,5591 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,39 Mbps,5009 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,125 Mbps,16076 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,48 Mbps,6217 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,150 ms,164 Mbps,20992 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,45 Mbps,5837 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,212 ms,39 Mbps,4994 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,33 Mbps,4316 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,191 ms,35 Mbps,4532 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,216 ms,28 Mbps,3601 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,239 ms,39 Mbps,5068 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,36 Mbps,4673 kB/s
141.148.224.123,443,2606:f240:f00:6f50:0:755f:bdb7:58ea,DE,Denver,隧道,120 ms,28 Mbps,3675 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,191 ms,79 Mbps,10137 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,201 ms,0 Mbps,66 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,193 ms,0 Mbps,53 kB/s
