中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,824 Mbps,105472 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,7 ms,3 Mbps,460 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,14 Mbps,1877 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,62 ms,323 Mbps,41369 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,62 ms,362 Mbps,46387 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,283 Mbps,36249 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,60 ms,381 Mbps,48844 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,54 ms,396 Mbps,50790 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,68 ms,313 Mbps,40140 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,331 Mbps,42393 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,46 Mbps,5911 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,262 Mbps,33587 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,316 Mbps,40550 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,98 ms,396 Mbps,50688 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,28 Mbps,3646 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,42 Mbps,5471 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,163 ms,39 Mbps,5062 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,110 Mbps,14131 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,164 ms,36 Mbps,4623 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,46 Mbps,5897 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,166 ms,36 Mbps,4619 kB/s
152.70.89.238,443,161.118.151.165,KR,Seoul,隧道,192 ms,85 Mbps,10956 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,35 Mbps,4520 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,32 Mbps,4148 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,232 ms,23 Mbps,3034 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,192 ms,4 Mbps,635 kB/s
