中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,761 Mbps,97484 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,8 ms,7 Mbps,969 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,76 Mbps,9804 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,67 ms,423 Mbps,54169 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,352 Mbps,45056 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,304 Mbps,39014 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,48 Mbps,6268 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,339 Mbps,43417 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,71 ms,403 Mbps,51609 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,324 Mbps,41574 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,74 ms,348 Mbps,44646 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,45 Mbps,5817 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,274 Mbps,35123 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,230 Mbps,29491 kB/s
143.47.178.5,443,2606:f240:f00:eaf1:0:4285:5b9c:eea3,DE,Frankfurt,隧道,89 ms,125 Mbps,16076 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,219 Mbps,28057 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,166 ms,37 Mbps,4846 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,43 Mbps,5577 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,37 Mbps,4803 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,102 Mbps,13107 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,34 Mbps,4365 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,170 ms,112 Mbps,14438 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,42 Mbps,5435 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,31 Mbps,4016 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,35 Mbps,4590 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,238 ms,35 Mbps,4483 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,237 ms,66 Mbps,8521 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,224 ms,5 Mbps,656 kB/s
