中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,675 Mbps,86425 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,252 Mbps,32358 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,258 Mbps,33075 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,71 ms,362 Mbps,46387 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,104 ms,375 Mbps,48025 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,47 Mbps,6093 kB/s
143.47.185.70,443,2606:f240:f00:46c4:0:37bf:18b:e8c8,DE,Frankfurt,隧道,99 ms,119 Mbps,15257 kB/s
144.24.200.164,443,144.24.200.164,FR,Milan,中转,88 ms,47 Mbps,6066 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,219 Mbps,28057 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,356 Mbps,45568 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,314 Mbps,40243 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,97 ms,44 Mbps,5671 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,183 Mbps,23449 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,44 Mbps,5695 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,42 Mbps,5422 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,183 ms,36 Mbps,4667 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,173 ms,42 Mbps,5492 kB/s
129.146.46.164,443,129.146.46.164,US,Paris,中转,211 ms,120 Mbps,15462 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,167 ms,112 Mbps,14438 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,23 Mbps,2968 kB/s
184.169.181.217,443,184.169.181.217,US,London,中转,68 ms,120 Mbps,15360 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,181 ms,41 Mbps,5356 kB/s
129.146.7.98,443,129.146.7.98,US,Stockholm,中转,54 ms,105 Mbps,13516 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,37 Mbps,4782 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,231 ms,0 Mbps,25 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,221 ms,36 Mbps,4711 kB/s
43.153.80.208,443,43.153.80.208,US,Frankfurt,中转,236 ms,273 Mbps,35020 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,239 ms,53 Mbps,6813 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,232 ms,32 Mbps,4199 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,205 ms,33 Mbps,4303 kB/s
129.159.84.71,443,129.159.84.71,US,Paris,中转,86 ms,0 Mbps,60 kB/s
