中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,832 Mbps,106496 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,3 Mbps,410 kB/s
129.146.46.164,443,129.146.46.164,304 Mbps,39014 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,452 Mbps,57856 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,51 ms,438 Mbps,56115 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,48 ms,470 Mbps,60211 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,439 Mbps,56217 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,53 ms,439 Mbps,56217 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,412 Mbps,52838 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,53 ms,532 Mbps,68198 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,204 Mbps,26214 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,196 Mbps,25190 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,252 Mbps,32256 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,44 Mbps,5665 kB/s
193.123.60.41,443,163.123.193.3,DE,Frankfurt,隧道,117 ms,204 Mbps,26112 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,120 ms,39 Mbps,5071 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,150 Mbps,19251 kB/s
141.147.117.4,443,163.123.193.5,DE,Munich,隧道,109 ms,191 Mbps,24473 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,162 ms,43 Mbps,5592 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,167 ms,38 Mbps,4923 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,44 Mbps,5649 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,211 ms,39 Mbps,5088 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,241 ms,1 Mbps,209 kB/s
