中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,848 Mbps,108544 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,7 Mbps,974 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,48 ms,532 Mbps,68198 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,428 Mbps,54784 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,48 ms,383 Mbps,49049 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,322 Mbps,41267 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,52 ms,541 Mbps,69324 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,419 Mbps,53657 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,451 Mbps,57753 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,52 ms,528 Mbps,67584 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,208 Mbps,26624 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,476 Mbps,61030 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,243 Mbps,31129 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,204 Mbps,26214 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,112 ms,47 Mbps,6137 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,148 ms,43 Mbps,5538 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,144 Mbps,18534 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,43 Mbps,5540 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,47 Mbps,6029 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,30 Mbps,3892 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,215 ms,30 Mbps,3938 kB/s
