中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,816 Mbps,104448 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,6 Mbps,827 kB/s
35.197.23.75,443,35.212.172.135,US,Seattle,隧道,49 ms,496 Mbps,63488 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,47 ms,539 Mbps,69017 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,414 Mbps,53043 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,69 ms,366 Mbps,46899 kB/s
35.230.79.26,443,35.212.172.135,US,Seattle,隧道,50 ms,544 Mbps,69632 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,452 Mbps,57856 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,47 Mbps,6049 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,493 Mbps,63180 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,436 Mbps,55910 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,180 Mbps,23142 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,224 Mbps,28672 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,127 Mbps,16281 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,124 ms,175 Mbps,22425 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,149 ms,36 Mbps,4712 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,40 Mbps,5147 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,126 ms,40 Mbps,5235 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,41 Mbps,5374 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,232 ms,41 Mbps,5374 kB/s
150.230.7.216,443,150.230.7.216,JP,Seattle,中转,151 ms,42 Mbps,5381 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,187 ms,100 Mbps,12902 kB/s
