中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,824 Mbps,105472 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,926 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,315 Mbps,40345 kB/s
35.230.79.26,443,35.212.217.120,US,Seattle,隧道,49 ms,522 Mbps,66867 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,420 Mbps,53760 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,50 ms,297 Mbps,38092 kB/s
35.197.23.75,443,35.212.217.120,US,Seattle,隧道,58 ms,524 Mbps,67072 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,435 Mbps,55705 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,541 Mbps,69324 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,399 Mbps,51097 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,57 ms,492 Mbps,63078 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,179 Mbps,22937 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,172 Mbps,22118 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,223 Mbps,28569 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,41 Mbps,5322 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,108 ms,42 Mbps,5502 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,154 Mbps,19763 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,31 Mbps,3978 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,39 Mbps,5049 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,39 Mbps,5017 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,211 ms,12 Mbps,1583 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,210 ms,38 Mbps,4956 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,1263 ms,2 Mbps,377 kB/s
