中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,50 Mbps,6449 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,7 Mbps,986 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,824 Mbps,105472 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,291 Mbps,37273 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,361 Mbps,46284 kB/s
35.230.79.26,443,35.212.173.150,US,Seattle,隧道,67 ms,392 Mbps,50176 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,64 ms,424 Mbps,54374 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,70 ms,340 Mbps,43622 kB/s
35.197.23.75,443,35.212.173.150,US,Seattle,隧道,69 ms,393 Mbps,50380 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,90 ms,352 Mbps,45158 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,68 ms,315 Mbps,40345 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,304 Mbps,38912 kB/s
141.148.224.123,443,2606:f240:f00:6f50:0:755f:bdb7:58ea,DE,Frankfurt,隧道,95 ms,274 Mbps,35123 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,424 Mbps,54374 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,43 Mbps,5629 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,245 Mbps,31436 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,49 Mbps,6319 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,238 Mbps,30515 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,76 ms,400 Mbps,51200 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,46 Mbps,5927 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,37 Mbps,4785 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,168 ms,37 Mbps,4759 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,125 Mbps,16076 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,36 Mbps,4707 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,40 Mbps,5128 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,227 ms,35 Mbps,4552 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,241 ms,32 Mbps,4191 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,246 ms,52 Mbps,6767 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,241 ms,33 Mbps,4280 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,274 ms,37 Mbps,4834 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,274 ms,0 Mbps,35 kB/s
