中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,26 ms,1040 Mbps,133120 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,40 ms,633 Mbps,81100 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,25 ms,1064 Mbps,136192 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,23 ms,444 Mbps,56832 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,332 Mbps,42496 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,25 ms,856 Mbps,109568 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,30 ms,674 Mbps,86323 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,37 ms,552 Mbps,70656 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,51 ms,6 Mbps,836 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,44 ms,563 Mbps,72089 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,44 ms,568 Mbps,72806 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,684 Mbps,87552 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,135 ms,147 Mbps,18841 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,123 ms,203 Mbps,26009 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,134 ms,44 Mbps,5732 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,140 ms,147 Mbps,18841 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,139 ms,179 Mbps,22937 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,144 ms,42 Mbps,5413 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,133 ms,42 Mbps,5501 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,39 Mbps,4992 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,212 ms,27 Mbps,3504 kB/s
144.24.85.97,443,2602:ffe4:407:20da:0:ccfd:daf6:15ea,SG,Singapore,隧道,226 ms,40 Mbps,5155 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,137 ms,44 Mbps,5651 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,170 ms,115 Mbps,14745 kB/s
