中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,36 ms,628 Mbps,80486 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,19 ms,1304 Mbps,166912 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,556 Mbps,71270 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,40 ms,616 Mbps,78950 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,328 Mbps,42086 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,824 Mbps,105472 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,40 ms,562 Mbps,71987 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,245 Mbps,31436 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,119 ms,231 Mbps,29593 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,56 ms,7 Mbps,935 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,48 Mbps,6174 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,36 Mbps,4644 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,243 Mbps,31129 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,142 ms,140 Mbps,17920 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,112 ms,46 Mbps,5964 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,144 ms,169 Mbps,21708 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,146 ms,43 Mbps,5520 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,150 ms,140 Mbps,18022 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,148 ms,45 Mbps,5797 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,182 ms,92 Mbps,11776 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,193 ms,9 Mbps,1239 kB/s
8.219.88.129,443,8.219.142.198,SG,Singapore,隧道,187 ms,53 Mbps,6851 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,153 ms,94 Mbps,12083 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,144 ms,38 Mbps,4978 kB/s
