中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,80 Mbps,10240 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,48 ms,466 Mbps,59699 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,336 Mbps,43110 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,312 Mbps,39936 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,395 Mbps,50585 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,296 Mbps,37990 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,70 ms,397 Mbps,50892 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,96 ms,339 Mbps,43417 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,93 ms,48 Mbps,6242 kB/s
143.47.176.251,443,2606:f240:f00:2be4:0:5ea3:a782:cab4,DE,Frankfurt,隧道,95 ms,264 Mbps,33894 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,259 Mbps,33177 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,81 ms,384 Mbps,49254 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,47 Mbps,6077 kB/s
158.101.217.62,443,2606:f240:f00:a683:0:e8da:844a:de5,DE,Frankfurt,隧道,95 ms,233 Mbps,29900 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,47 Mbps,6121 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,35 Mbps,4589 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,120 Mbps,15462 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,42 Mbps,5426 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,33 Mbps,4297 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,207 ms,35 Mbps,4599 kB/s
8.219.170.223,443,8.219.69.217,SG,Singapore,隧道,234 ms,20 Mbps,2634 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,238 ms,39 Mbps,5073 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,228 ms,36 Mbps,4608 kB/s
150.230.217.106,443,2602:ffe4:407:20da:0:d4ea:ab53:f61a,SG,Singapore,隧道,239 ms,58 Mbps,7496 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,206 ms,37 Mbps,4817 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,179 ms,0 Mbps,24 kB/s
