中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,35 ms,593 Mbps,75980 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,31 ms,493 Mbps,63180 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,35 ms,700 Mbps,89600 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,51 ms,6 Mbps,782 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,38 ms,668 Mbps,85606 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,24 ms,401 Mbps,51404 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,34 ms,659 Mbps,84377 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,37 ms,553 Mbps,70860 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,50 ms,49 Mbps,6355 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,45 ms,469 Mbps,60108 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,124 ms,214 Mbps,27443 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,139 ms,184 Mbps,23552 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,44 Mbps,5752 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,139 ms,143 Mbps,18329 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,126 ms,43 Mbps,5610 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,134 ms,42 Mbps,5460 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,128 Mbps,16486 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,166 ms,40 Mbps,5121 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,42 Mbps,5488 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,211 ms,48 Mbps,6186 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,136 ms,45 Mbps,5861 kB/s
