中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,962 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,16 ms,816 Mbps,104448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,315 Mbps,40345 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,68 ms,412 Mbps,52838 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,352 Mbps,45056 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,69 ms,357 Mbps,45772 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,68 ms,278 Mbps,35635 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,63 ms,300 Mbps,38502 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,48 Mbps,6178 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,330 Mbps,42291 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,51 Mbps,6587 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,130 Mbps,16691 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,163 ms,36 Mbps,4680 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,165 ms,41 Mbps,5253 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,46 Mbps,5937 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,174 ms,136 Mbps,17408 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,34 Mbps,4471 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,36 Mbps,4649 kB/s
