中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,779 Mbps,99737 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,957 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,49 ms,355 Mbps,45465 kB/s
35.230.79.26,443,35.212.173.121,US,Portland,隧道,50 ms,509 Mbps,65228 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,420 Mbps,53760 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,444 Mbps,56934 kB/s
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,48 ms,557 Mbps,71372 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,49 ms,387 Mbps,49561 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,484 Mbps,62054 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,198 Mbps,25395 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,227 Mbps,29081 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,49 Mbps,6346 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,37 Mbps,4823 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,202 Mbps,25907 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,41 Mbps,5304 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,144 Mbps,18432 kB/s
141.147.165.223,443,140.238.41.131,JP,Tokyo,隧道,147 ms,108 Mbps,13824 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,156 ms,43 Mbps,5567 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,38 Mbps,4943 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,36 Mbps,4646 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,1 Mbps,189 kB/s
