中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,872 Mbps,111616 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,3 Mbps,501 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,416 Mbps,53248 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,308 Mbps,39424 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,53 ms,484 Mbps,62054 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,52 ms,530 Mbps,67891 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,58 ms,373 Mbps,47820 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,481 Mbps,61644 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,56 ms,435 Mbps,55705 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,55 ms,380 Mbps,48742 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,58 ms,396 Mbps,50688 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,190 Mbps,24371 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,224 Mbps,28672 kB/s
141.144.200.134,443,2606:f240:f00:2be4:0:3123:621c:4abb,DE,Munich,隧道,117 ms,176 Mbps,22630 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,177 Mbps,22732 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,42 Mbps,5448 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,109 ms,43 Mbps,5549 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,132 Mbps,16998 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,162 ms,40 Mbps,5236 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,40 Mbps,5206 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,160 ms,37 Mbps,4837 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,151 ms,42 Mbps,5480 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,36 Mbps,4681 kB/s
