中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2704 Mbps,346112 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,896 Mbps,114688 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,26 ms,1040 Mbps,133120 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,29 ms,1144 Mbps,146432 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,4 ms,384 Mbps,49152 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,309 Mbps,39628 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,36 ms,1032 Mbps,132096 kB/s
129.146.46.164,443,129.146.46.164,343 Mbps,43929 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,68 ms,7 Mbps,949 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,222 Mbps,28467 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,121 ms,40 Mbps,5143 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,112 Mbps,14438 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,145 ms,43 Mbps,5559 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,115 Mbps,14745 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,175 ms,40 Mbps,5219 kB/s
141.144.201.185,443,2606:f240:f00:a683:0:38a7:22cb:c5e,DE,Frankfurt,隧道,161 ms,101 Mbps,13004 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,165 ms,124 Mbps,15872 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,192 ms,91 Mbps,11673 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,38 Mbps,4907 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,168 ms,37 Mbps,4739 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,147 ms,149 Mbps,19148 kB/s
