中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,789 Mbps,101068 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,980 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,406 Mbps,52019 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,45 ms,313 Mbps,40140 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,296 Mbps,37990 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,52 ms,527 Mbps,67481 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,423 Mbps,54169 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,50 ms,414 Mbps,53043 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,48 ms,536 Mbps,68608 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,50 ms,511 Mbps,65433 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,193 Mbps,24780 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,41 Mbps,5252 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,200 Mbps,25600 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,180 Mbps,23142 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,106 ms,38 Mbps,4977 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,174 Mbps,22323 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,163 ms,45 Mbps,5883 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,44 Mbps,5702 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,185 ms,44 Mbps,5712 kB/s
8.219.151.64,443,8.219.69.217,SG,Singapore,隧道,209 ms,3 Mbps,420 kB/s
