中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,832 Mbps,106496 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,1488 Mbps,190464 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,31 ms,468 Mbps,60006 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,28 ms,984 Mbps,125952 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,641 Mbps,82124 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,342 Mbps,43827 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,22 ms,944 Mbps,120832 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,24 ms,824 Mbps,105472 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,65 ms,7 Mbps,915 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,111 ms,40 Mbps,5173 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,44 Mbps,5715 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,113 ms,40 Mbps,5206 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,205 Mbps,26316 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,40 Mbps,5227 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,169 ms,116 Mbps,14950 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,176 ms,113 Mbps,14540 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,129 Mbps,16588 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,152 ms,39 Mbps,4996 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,188 ms,49 Mbps,6350 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,136 ms,41 Mbps,5305 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,134 ms,125 Mbps,16076 kB/s
143.47.182.90,443,163.123.193.3,DE,Frankfurt,隧道,169 ms,75 Mbps,9656 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,159 ms,46 Mbps,5921 kB/s
