中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,6 Mbps,875 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,723 Mbps,92569 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,311 Mbps,39833 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,48 ms,525 Mbps,67276 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,419 Mbps,53657 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,50 ms,379 Mbps,48537 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,56 ms,443 Mbps,56729 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,54 ms,523 Mbps,66969 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,239 Mbps,30617 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,62 ms,423 Mbps,54169 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,241 Mbps,30924 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,186 Mbps,23859 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,46 Mbps,5958 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,185 Mbps,23756 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,153 ms,155 Mbps,19865 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,153 ms,40 Mbps,5226 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,42 Mbps,5457 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,43 Mbps,5511 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,37 Mbps,4807 kB/s
8.219.170.223,443,47.245.127.33,SG,Singapore,隧道,212 ms,67 Mbps,8643 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,203 ms,10 Mbps,1300 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,216 ms,45 Mbps,5884 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,215 ms,26 Mbps,3451 kB/s
