中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,7 Mbps,962 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,677 Mbps,86732 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,21 ms,61 Mbps,7885 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,48 ms,520 Mbps,66662 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,48 ms,568 Mbps,72704 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,515 Mbps,65945 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,50 ms,520 Mbps,66560 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,403 Mbps,51609 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,414 Mbps,53043 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,184 Mbps,23654 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,119 ms,172 Mbps,22016 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,110 ms,44 Mbps,5697 kB/s
158.178.154.78,443,158.178.154.78,NL,Amsterdam,中转,112 ms,189 Mbps,24268 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,44 Mbps,5719 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,187 Mbps,23961 kB/s
132.226.134.15,443,163.123.193.7,DE,Frankfurt,隧道,115 ms,174 Mbps,22323 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,41 Mbps,5372 kB/s
152.70.55.39,443,2606:f240:f00:2be4:0:3216:60cc:e68f,US,Frankfurt,隧道,109 ms,162 Mbps,20787 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,145 Mbps,18636 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,48 Mbps,6213 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,177 ms,41 Mbps,5262 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,214 ms,37 Mbps,4821 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,43 Mbps,5544 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,134 ms,44 Mbps,5689 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,241 ms,40 Mbps,5244 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,198 ms,0 Mbps,12 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,209 ms,5 Mbps,666 kB/s
