中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,23 ms,52 Mbps,6708 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,45 ms,508 Mbps,65126 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,582 Mbps,74547 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,49 ms,425 Mbps,54476 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,49 ms,558 Mbps,71475 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,424 Mbps,54272 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,61 ms,347 Mbps,44441 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,53 ms,540 Mbps,69222 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,48 ms,473 Mbps,60620 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,50 ms,457 Mbps,58572 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,128 ms,226 Mbps,28979 kB/s
143.47.176.251,443,2606:f240:f00:2be4:0:5ea3:a782:cab4,DE,Frankfurt,隧道,126 ms,211 Mbps,27033 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,112 ms,41 Mbps,5301 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,137 ms,168 Mbps,21504 kB/s
158.101.217.62,443,2606:f240:f00:a683:0:e8da:844a:de5,DE,Frankfurt,隧道,123 ms,156 Mbps,20070 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,123 ms,45 Mbps,5775 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,125 ms,48 Mbps,6180 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,149 ms,30 Mbps,3906 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,147 ms,41 Mbps,5289 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,128 ms,42 Mbps,5400 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,179 ms,16 Mbps,2051 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,201 ms,37 Mbps,4861 kB/s
8.219.170.223,443,8.219.69.217,SG,Singapore,隧道,201 ms,63 Mbps,8153 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,204 ms,35 Mbps,4602 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,200 ms,36 Mbps,4615 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,177 ms,39 Mbps,5017 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,144 ms,0 Mbps,35 kB/s
