中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,501 Mbps,64204 kB/s
35.230.79.26,443,35.212.154.39,US,Seattle,隧道,49 ms,130 Mbps,16691 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,284 Mbps,36352 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,360 Mbps,46080 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,52 ms,563 Mbps,72089 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,520 Mbps,66662 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,268 Mbps,34406 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,44 ms,1 Mbps,144 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,423 Mbps,54169 kB/s
35.197.23.75,443,35.212.154.39,US,Seattle,隧道,52 ms,490 Mbps,62771 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,49 Mbps,6288 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,106 ms,49 Mbps,6293 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,246 Mbps,31539 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,123 ms,212 Mbps,27238 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,193 Mbps,24780 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,109 ms,49 Mbps,6300 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,175 Mbps,22425 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,149 ms,41 Mbps,5353 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,149 ms,43 Mbps,5616 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,184 ms,43 Mbps,5522 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,42 Mbps,5376 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,183 ms,42 Mbps,5383 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,217 ms,41 Mbps,5308 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,200 ms,5 Mbps,708 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,217 ms,33 Mbps,4311 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,38 Mbps,4944 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,193 ms,41 Mbps,5320 kB/s
