中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,28 ms,936 Mbps,119808 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,25 ms,368 Mbps,47104 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,47 ms,696 Mbps,89088 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,25 ms,639 Mbps,81817 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,46 ms,433 Mbps,55500 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,42 ms,448 Mbps,57344 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,58 ms,604 Mbps,77414 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,316 Mbps,40550 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,34 ms,670 Mbps,85811 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,52 ms,7 Mbps,972 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,32 ms,1024 Mbps,131072 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,46 ms,549 Mbps,70348 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,49 ms,659 Mbps,84377 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,49 ms,514 Mbps,65843 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,151 ms,148 Mbps,18944 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,139 ms,42 Mbps,5384 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,140 ms,137 Mbps,17612 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,130 ms,188 Mbps,24166 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,131 ms,39 Mbps,5101 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,135 ms,160 Mbps,20582 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,173 Mbps,22220 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,141 ms,49 Mbps,6284 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,154 ms,47 Mbps,6097 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,35 Mbps,4569 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,139 ms,46 Mbps,5942 kB/s
