中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,29 ms,728 Mbps,93286 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,16 Mbps,2128 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,67 ms,300 Mbps,38400 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,335 Mbps,42905 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,83 ms,296 Mbps,37888 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,69 ms,230 Mbps,29491 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,276 Mbps,35430 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,316 Mbps,40550 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,74 ms,398 Mbps,50995 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,92 ms,43 Mbps,5575 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,59 ms,2 Mbps,318 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,232 Mbps,29798 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,265 Mbps,33996 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,207 Mbps,26521 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,100 ms,318 Mbps,40755 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,43 Mbps,5554 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,211 Mbps,27033 kB/s
143.47.185.70,443,2606:f240:f00:46c4:0:37bf:18b:e8c8,DE,Frankfurt,隧道,96 ms,132 Mbps,16998 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,52 Mbps,6719 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,47 Mbps,6089 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,126 Mbps,16179 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,182 ms,40 Mbps,5183 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,199 ms,40 Mbps,5217 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,223 ms,33 Mbps,4285 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,237 ms,39 Mbps,5037 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,28 Mbps,3687 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,34 Mbps,4411 kB/s
131.186.33.175,443,2602:ffe4:407:21d9:0:1049:9da0:b3,SG,Singapore,隧道,301 ms,44 Mbps,5638 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,217 ms,31 Mbps,4040 kB/s
