中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,7 Mbps,960 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,724 Mbps,92774 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,376 Mbps,48230 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,312 Mbps,39936 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,58 ms,320 Mbps,40960 kB/s
129.146.46.164,443,129.146.46.164,309 Mbps,39628 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,327 Mbps,41881 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,235 Mbps,30105 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,198 Mbps,25395 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,68 ms,340 Mbps,43622 kB/s
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,74 ms,308 Mbps,39526 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,251 Mbps,32153 kB/s
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,74 ms,364 Mbps,46694 kB/s
152.70.62.177,443,163.123.193.24,DE,Frankfurt,隧道,100 ms,208 Mbps,26726 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,44 Mbps,5716 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,44 Mbps,5730 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,220 Mbps,28262 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,36 Mbps,4665 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,209 ms,35 Mbps,4595 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,177 ms,123 Mbps,15769 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,116 Mbps,14848 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,181 ms,33 Mbps,4330 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,313 ms,32 Mbps,4173 kB/s
