中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,28 ms,72 Mbps,9311 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,800 Mbps,102400 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,51 ms,561 Mbps,71884 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,48 ms,501 Mbps,64204 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,25 ms,7 Mbps,936 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,48 ms,411 Mbps,52633 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,51 ms,531 Mbps,67993 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,54 ms,513 Mbps,65740 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,40 ms,570 Mbps,73011 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,232 Mbps,29696 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,162 Mbps,20787 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,120 ms,154 Mbps,19763 kB/s
152.70.52.84,443,152.70.52.84,NL,Amsterdam,中转,107 ms,204 Mbps,26112 kB/s
152.70.62.177,443,163.123.193.24,DE,Frankfurt,隧道,119 ms,193 Mbps,24780 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,241 Mbps,30924 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,108 ms,45 Mbps,5813 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,200 Mbps,25702 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,141 ms,48 Mbps,6148 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,143 ms,174 Mbps,22323 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,143 ms,46 Mbps,5983 kB/s
129.154.197.32,443,161.118.151.165,KR,Seoul,隧道,164 ms,105 Mbps,13516 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,175 ms,42 Mbps,5494 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,43 Mbps,5596 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,185 ms,36 Mbps,4716 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,211 ms,36 Mbps,4672 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,228 ms,43 Mbps,5593 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,191 ms,10 Mbps,1361 kB/s
