中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,30 ms,596 Mbps,76390 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,25 ms,695 Mbps,88985 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,34 ms,627 Mbps,80281 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,51 ms,54 Mbps,6961 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,51 ms,6 Mbps,822 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,38 ms,425 Mbps,54476 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,34 ms,564 Mbps,72294 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,35 ms,665 Mbps,85196 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,46 ms,492 Mbps,62976 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,37 ms,524 Mbps,67072 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,119 ms,45 Mbps,5843 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,131 ms,218 Mbps,27955 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,128 ms,44 Mbps,5748 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,138 ms,146 Mbps,18739 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,129 ms,46 Mbps,5912 kB/s
152.70.62.177,443,163.123.193.24,DE,Frankfurt,隧道,138 ms,165 Mbps,21196 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,127 ms,39 Mbps,5093 kB/s
146.56.175.207,443,161.118.151.165,KR,Seoul,隧道,172 ms,104 Mbps,13414 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,142 ms,47 Mbps,6132 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,149 ms,151 Mbps,19353 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,152 ms,179 Mbps,22937 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,172 ms,41 Mbps,5289 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,168 ms,42 Mbps,5453 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,200 ms,80 Mbps,10240 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,178 ms,13 Mbps,1667 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,182 ms,2 Mbps,303 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,212 ms,46 Mbps,5921 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,143 ms,45 Mbps,5856 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,188 ms,36 Mbps,4725 kB/s
