中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,6 Mbps,774 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,746 Mbps,95539 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,304 Mbps,38912 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,69 ms,310 Mbps,39731 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,71 ms,344 Mbps,44134 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,57 ms,387 Mbps,49561 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,177 Mbps,22732 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,70 ms,319 Mbps,40857 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,260 Mbps,33382 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,79 ms,361 Mbps,46284 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,359 Mbps,45977 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,49 Mbps,6364 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,273 Mbps,35020 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,246 Mbps,31539 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,47 Mbps,6133 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,128 Mbps,16384 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,171 ms,41 Mbps,5267 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,41 Mbps,5304 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,37 Mbps,4771 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,230 ms,30 Mbps,3919 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,242 ms,34 Mbps,4446 kB/s
