中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,3 ms,7 Mbps,949 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,824 Mbps,105472 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,308 Mbps,39424 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,55 ms,343 Mbps,43929 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,444 Mbps,56832 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,71 ms,392 Mbps,50278 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,285 Mbps,36556 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,232 Mbps,29696 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,352 Mbps,45158 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,316 Mbps,40448 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,69 ms,360 Mbps,46080 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,69 ms,350 Mbps,44851 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,72 ms,268 Mbps,34406 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,75 ms,431 Mbps,55193 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,265 Mbps,33996 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,48 Mbps,6271 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,101 ms,48 Mbps,6220 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,44 Mbps,5713 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,132 Mbps,16896 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,39 Mbps,5063 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,184 ms,40 Mbps,5192 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,37 Mbps,4772 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,250 ms,52 Mbps,6668 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,257 ms,28 Mbps,3687 kB/s
