中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,16 ms,800 Mbps,102400 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,315 Mbps,40345 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,372 Mbps,47616 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,72 ms,339 Mbps,43417 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,31 ms,7 Mbps,969 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,454 Mbps,58163 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,61 ms,339 Mbps,43417 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,352 Mbps,45158 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,295 Mbps,37785 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,244 Mbps,31334 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,241 Mbps,30924 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,276 Mbps,35430 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,47 Mbps,6064 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,46 Mbps,5903 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,111 Mbps,14233 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,39 Mbps,5084 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,39 Mbps,4994 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,33 Mbps,4288 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,265 ms,6 Mbps,880 kB/s
