中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,912 Mbps,116736 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,371 Mbps,47513 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,5 ms,1504 Mbps,192512 kB/s
34.82.76.253,443,136.118.180.134,US,Seattle,隧道,42 ms,944 Mbps,120832 kB/s
35.197.23.75,443,35.212.204.241,US,Seattle,隧道,27 ms,920 Mbps,117760 kB/s
35.230.79.26,443,35.212.204.241,US,Seattle,隧道,25 ms,880 Mbps,112640 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,2 ms,454 Mbps,58163 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,20 ms,449 Mbps,57548 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,344 Mbps,44134 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,81 ms,5 Mbps,756 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,205 Mbps,26316 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,42 Mbps,5486 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,113 ms,204 Mbps,26214 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,42 Mbps,5482 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,149 ms,40 Mbps,5199 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,42 Mbps,5479 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,181 ms,1 Mbps,243 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,187 ms,79 Mbps,10137 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,42 Mbps,5454 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,149 ms,148 Mbps,18944 kB/s
