中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,731 Mbps,93593 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,288 Mbps,36966 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,69 ms,316 Mbps,40448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,368 Mbps,47206 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,68 ms,353 Mbps,45260 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,68 ms,352 Mbps,45158 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,44 ms,0 Mbps,90 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,413 Mbps,52940 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,67 ms,257 Mbps,32972 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,32 Mbps,4209 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,102 ms,42 Mbps,5389 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,352 Mbps,45158 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,302 Mbps,38707 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,263 Mbps,33689 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,305 Mbps,39116 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,252 Mbps,32256 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,69 ms,372 Mbps,47718 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,102 ms,47 Mbps,6130 kB/s
152.70.52.84,443,163.123.193.4,DE,Frankfurt,隧道,96 ms,236 Mbps,30208 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,48 Mbps,6171 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,120 Mbps,15360 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,175 ms,41 Mbps,5345 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,38 Mbps,4981 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,39 Mbps,5077 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,209 ms,37 Mbps,4834 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,237 ms,34 Mbps,4370 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,34 Mbps,4363 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,240 ms,31 Mbps,4075 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,212 ms,32 Mbps,4223 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,227 ms,8 Mbps,1054 kB/s
