中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,793 Mbps,101580 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,924 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,440 Mbps,56422 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,69 ms,375 Mbps,48025 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,68 ms,368 Mbps,47104 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,274 Mbps,35123 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,365 Mbps,46796 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,221 Mbps,28364 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,70 ms,356 Mbps,45670 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,323 Mbps,41369 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,49 Mbps,6329 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,213 Mbps,27340 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,300 Mbps,38400 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,51 Mbps,6582 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,131 Mbps,16793 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,177 ms,44 Mbps,5730 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,180 ms,144 Mbps,18432 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,221 ms,30 Mbps,3966 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,177 ms,39 Mbps,5059 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,254 ms,1 Mbps,164 kB/s
129.154.214.199,443,128.14.104.155,SG,Singapore,隧道,268 ms,51 Mbps,6609 kB/s
