中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,832 Mbps,106496 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,3 Mbps,456 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,48 ms,329 Mbps,42188 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,48 ms,412 Mbps,52736 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,417 Mbps,53452 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,57 ms,532 Mbps,68198 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,293 Mbps,37580 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,561 Mbps,71884 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,57 ms,471 Mbps,60313 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,416 Mbps,53350 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,440 Mbps,56422 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,198 Mbps,25395 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,192 Mbps,24576 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,47 Mbps,6074 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,238 Mbps,30515 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,41 Mbps,5305 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,166 Mbps,21299 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,106 ms,43 Mbps,5548 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,158 ms,42 Mbps,5446 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,40 Mbps,5232 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,215 ms,66 Mbps,8525 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,3 Mbps,396 kB/s
8.219.88.129,443,8.219.142.198,SG,Singapore,隧道,225 ms,61 Mbps,7932 kB/s
