中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,18 ms,339 Mbps,43417 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,43 ms,636 Mbps,81510 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,872 Mbps,111616 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,23 ms,1392 Mbps,178176 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,560 Mbps,71782 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,40 ms,658 Mbps,84275 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,40 ms,547 Mbps,70041 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,3 Mbps,463 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,60 ms,398 Mbps,50995 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,263 Mbps,33689 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,129 ms,42 Mbps,5495 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,49 Mbps,6358 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,154 ms,189 Mbps,24268 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,148 ms,47 Mbps,6106 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,134 ms,47 Mbps,6043 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,138 ms,145 Mbps,18636 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,147 ms,36 Mbps,4721 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,146 ms,145 Mbps,18636 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,155 ms,46 Mbps,5994 kB/s
