中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,12 ms,325 Mbps,41676 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,1272 Mbps,162816 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,544 Mbps,69734 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,17 ms,872 Mbps,111616 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,38 ms,608 Mbps,77824 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,295 Mbps,37785 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,47 ms,475 Mbps,60825 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,49 ms,6 Mbps,840 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,40 ms,536 Mbps,68710 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,43 Mbps,5631 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,225 Mbps,28876 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,120 ms,204 Mbps,26214 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,146 ms,161 Mbps,20684 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,140 ms,128 Mbps,16384 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,145 ms,132 Mbps,16896 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,122 ms,43 Mbps,5537 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,156 ms,42 Mbps,5420 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,129 ms,45 Mbps,5772 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,136 ms,42 Mbps,5415 kB/s
152.70.89.238,443,161.118.151.165,KR,Seoul,隧道,161 ms,122 Mbps,15667 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,150 ms,43 Mbps,5517 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,203 ms,2 Mbps,269 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,148 ms,38 Mbps,4898 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,155 ms,39 Mbps,5046 kB/s
