中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,710 Mbps,90931 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,28 ms,58 Mbps,7487 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,50 ms,475 Mbps,60825 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,48 ms,504 Mbps,64512 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,540 Mbps,69222 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,52 ms,358 Mbps,45875 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,7 Mbps,916 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,58 ms,428 Mbps,54886 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,49 ms,488 Mbps,62464 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,48 ms,488 Mbps,62566 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,163 Mbps,20889 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,164 Mbps,20992 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,198 Mbps,25395 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,115 ms,41 Mbps,5259 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,125 ms,41 Mbps,5349 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,137 ms,159 Mbps,20377 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,143 ms,45 Mbps,5814 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,145 ms,46 Mbps,5978 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,166 ms,45 Mbps,5848 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,121 ms,48 Mbps,6179 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,203 ms,40 Mbps,5154 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,186 ms,33 Mbps,4296 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,205 ms,76 Mbps,9845 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,193 ms,9 Mbps,1269 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,209 ms,34 Mbps,4436 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,237 ms,38 Mbps,4959 kB/s
143.47.176.251,443,2606:f240:f00:2be4:0:35b1:62f0:7ccf,DE,Denver,隧道,118 ms,91 Mbps,11673 kB/s
