中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,38 ms,1016 Mbps,130048 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,31 ms,360 Mbps,46182 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2456 Mbps,314368 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,912 Mbps,116736 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,26 ms,451 Mbps,57753 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,7 ms,447 Mbps,57241 kB/s
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,22 ms,904 Mbps,115712 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,26 ms,584 Mbps,74752 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,18 ms,656 Mbps,84070 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,396 Mbps,50688 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,235 Mbps,30105 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,109 ms,50 Mbps,6488 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,91 ms,2 Mbps,325 kB/s
141.147.165.223,443,140.238.41.131,JP,Tokyo,隧道,112 ms,125 Mbps,16076 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,43 Mbps,5594 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,114 ms,47 Mbps,6090 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,127 ms,45 Mbps,5765 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,47 Mbps,6085 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,125 Mbps,16076 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,167 ms,126 Mbps,16179 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,159 ms,42 Mbps,5402 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,187 ms,26 Mbps,3344 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,172 ms,125 Mbps,16076 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,170 ms,35 Mbps,4551 kB/s
