中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,955 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,744 Mbps,95334 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,49 ms,494 Mbps,63283 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,52 ms,450 Mbps,57651 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,394 Mbps,50483 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,50 ms,535 Mbps,68505 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,445 Mbps,57036 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,389 Mbps,49868 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,184 Mbps,23552 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,180 Mbps,23040 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,222 Mbps,28467 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,41 Mbps,5250 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,142 Mbps,18227 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,161 ms,156 Mbps,19968 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,45 Mbps,5827 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,43 Mbps,5578 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,112 ms,47 Mbps,6097 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,205 ms,19 Mbps,2457 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,199 ms,81 Mbps,10444 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,1213 ms,36 Mbps,4622 kB/s
