中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,106 Mbps,13619 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,534 Mbps,68403 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,404 Mbps,51814 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,397 Mbps,50892 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,284 Mbps,36454 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,76 ms,364 Mbps,46694 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,70 ms,372 Mbps,47616 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,287 Mbps,36761 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,66 ms,217 Mbps,27852 kB/s
129.146.7.98,443,129.146.7.98,US,Seattle,中转,57 ms,416 Mbps,53248 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,49 Mbps,6291 kB/s
193.123.61.156,443,2606:f240:f00:83a7:0:98c5:c99b:f93f,DE,Frankfurt,隧道,89 ms,255 Mbps,32665 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,1 Mbps,225 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,71 ms,361 Mbps,46284 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,88 ms,49 Mbps,6386 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,124 Mbps,15872 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,172 ms,136 Mbps,17510 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,179 ms,39 Mbps,5087 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,169 ms,43 Mbps,5607 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,177 ms,38 Mbps,4881 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,197 ms,39 Mbps,5002 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,37 Mbps,4805 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,210 ms,19 Mbps,2527 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,35 Mbps,4605 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,103 ms,0 Mbps,45 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,196 ms,80 Mbps,10342 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,220 ms,0 Mbps,20 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,193 ms,37 Mbps,4830 kB/s
