中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,6 ms,468 Mbps,59904 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,15 ms,848 Mbps,108544 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,15 ms,370 Mbps,47411 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,38 ms,595 Mbps,76185 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,36 ms,620 Mbps,79462 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1296 Mbps,165888 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,44 ms,546 Mbps,69939 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,38 ms,625 Mbps,80076 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,60 ms,3 Mbps,480 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,58 ms,417 Mbps,53452 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,123 ms,228 Mbps,29184 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,39 Mbps,5007 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,144 ms,156 Mbps,19968 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,138 ms,192 Mbps,24576 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,144 ms,46 Mbps,5932 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,117 ms,48 Mbps,6157 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,46 Mbps,5963 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,147 ms,153 Mbps,19660 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,182 ms,7 Mbps,940 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,159 ms,46 Mbps,5892 kB/s
