中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,783 Mbps,100249 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,362 Mbps,46387 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,316 Mbps,40448 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,70 ms,364 Mbps,46694 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,70 ms,345 Mbps,44236 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,68 ms,385 Mbps,49356 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,48 Mbps,6208 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,280 Mbps,35942 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,397 Mbps,50892 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,79 ms,317 Mbps,40652 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,229 Mbps,29388 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,45 Mbps,5842 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,286 Mbps,36659 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,213 Mbps,27340 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,46 Mbps,5912 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,263 Mbps,33689 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,35 Mbps,4493 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,182 ms,38 Mbps,4914 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,170 ms,106 Mbps,13619 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,34 Mbps,4428 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,211 ms,5 Mbps,653 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,223 ms,32 Mbps,4156 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,231 ms,59 Mbps,7553 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,35 Mbps,4559 kB/s
150.230.7.216,443,150.230.7.216,JP,San Jose,中转,175 ms,33 Mbps,4279 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,95 ms,0 Mbps,36 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,237 ms,11 Mbps,1434 kB/s
