中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,15 ms,457 Mbps,58572 kB/s
129.146.46.164,443,129.146.46.164,US,331 Mbps,42393 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,880 Mbps,112640 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,22 ms,1464 Mbps,187392 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,28 ms,1432 Mbps,183296 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,38 ms,630 Mbps,80691 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,19 ms,1392 Mbps,178176 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,21 ms,403 Mbps,51609 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,46 ms,592 Mbps,75878 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,62 ms,7 Mbps,976 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,45 ms,654 Mbps,83763 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,54 ms,411 Mbps,52633 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,183 Mbps,23449 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,118 ms,4 Mbps,554 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,152 ms,148 Mbps,18944 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,123 ms,50 Mbps,6423 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,170 Mbps,21811 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,151 Mbps,19353 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,44 Mbps,5681 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,145 ms,46 Mbps,5893 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,189 ms,30 Mbps,3945 kB/s
8.219.201.245,443,8.219.66.146,SG,Singapore,隧道,189 ms,17 Mbps,2245 kB/s
8.219.151.64,443,8.222.210.246,SG,Singapore,隧道,188 ms,80 Mbps,10240 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,148 ms,38 Mbps,4881 kB/s
