中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,575 Mbps,73625 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,41 ms,684 Mbps,87552 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,507 Mbps,64921 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,41 ms,651 Mbps,83353 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,7 Mbps,934 kB/s
35.230.79.26,443,35.212.172.135,US,Seattle,隧道,57 ms,512 Mbps,65638 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,532 Mbps,68096 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,52 ms,494 Mbps,63283 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,310 Mbps,39731 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,53 ms,526 Mbps,67379 kB/s
35.197.23.75,443,35.212.172.135,US,Seattle,隧道,47 ms,548 Mbps,70246 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,46 ms,448 Mbps,57344 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,187 Mbps,23961 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,110 ms,47 Mbps,6027 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,123 ms,169 Mbps,21708 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,144 Mbps,18432 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,147 ms,39 Mbps,5068 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,145 ms,39 Mbps,5119 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,124 ms,42 Mbps,5442 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,171 ms,31 Mbps,4069 kB/s
