中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,880 Mbps,112640 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,45 ms,508 Mbps,65024 kB/s
35.197.23.75,443,35.212.238.81,US,Seattle,隧道,50 ms,505 Mbps,64716 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,52 ms,464 Mbps,59494 kB/s
35.230.79.26,443,35.212.238.81,US,Seattle,隧道,56 ms,478 Mbps,61235 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,329 Mbps,42188 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,32 ms,7 Mbps,934 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,408 Mbps,52326 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,455 Mbps,58265 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,196 Mbps,25088 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,47 Mbps,6092 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,248 Mbps,31744 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,199 Mbps,25497 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,109 ms,45 Mbps,5780 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,165 Mbps,21196 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,43 Mbps,5603 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,150 ms,39 Mbps,5097 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,154 ms,135 Mbps,17305 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,34 Mbps,4435 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,205 ms,11 Mbps,1421 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,39 Mbps,5048 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,196 ms,35 Mbps,4558 kB/s
