中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,9 ms,71 Mbps,9148 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,682 Mbps,87347 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,68 ms,309 Mbps,39628 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,347 Mbps,44441 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,69 ms,298 Mbps,38195 kB/s
129.146.46.164,443,129.146.46.164,US,267 Mbps,34201 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,7 Mbps,957 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,216 Mbps,27648 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,220 Mbps,28160 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,372 Mbps,47718 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,62 ms,269 Mbps,34508 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,71 ms,394 Mbps,50483 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,62 ms,336 Mbps,43110 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,302 Mbps,38707 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,246 Mbps,31539 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,44 Mbps,5738 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,148 Mbps,18944 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,46 Mbps,5938 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,43 Mbps,5576 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,40 Mbps,5194 kB/s
8.222.156.205,443,8.219.69.217,SG,Singapore,隧道,227 ms,50 Mbps,6460 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,40 Mbps,5145 kB/s
130.162.36.198,443,2606:f240:f00:b2ed:0:4385:b4a4:7472,US,Denver,隧道,99 ms,124 Mbps,15974 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,222 ms,9 Mbps,1258 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,39 Mbps,5019 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,248 ms,38 Mbps,4951 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,232 Mbps,29696 kB/s
