中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,21 ms,928 Mbps,118784 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,7 ms,1920 Mbps,245760 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,694 Mbps,88883 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,23 ms,976 Mbps,124928 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,344 Mbps,44032 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,224 Mbps,28672 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,79 ms,6 Mbps,804 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,104 ms,49 Mbps,6279 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,128 Mbps,16384 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,40 Mbps,5210 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,159 ms,43 Mbps,5511 kB/s
130.162.132.157,443,132.226.239.169,KR,Seoul,隧道,135 ms,148 Mbps,19046 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,173 ms,30 Mbps,3891 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,44 Mbps,5639 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,45 Mbps,5808 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,158 ms,40 Mbps,5245 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,149 ms,124 Mbps,15872 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,157 ms,149 Mbps,19148 kB/s
152.70.55.39,443,158.178.156.14,NL,Amsterdam,隧道,154 ms,111 Mbps,14233 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,158 ms,41 Mbps,5251 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,134 ms,2 Mbps,338 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,151 ms,140 Mbps,17920 kB/s
141.148.244.95,443,163.123.193.23,DE,Frankfurt,隧道,165 ms,111 Mbps,14233 kB/s
