中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,1 Mbps,164 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,784 Mbps,100352 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,338 Mbps,43315 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,396 Mbps,50688 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,311 Mbps,39833 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,435 Mbps,55705 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,72 ms,328 Mbps,42086 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,295 Mbps,37785 kB/s
35.197.23.75,443,35.212.172.135,US,Seattle,隧道,70 ms,303 Mbps,38809 kB/s
35.230.79.26,443,35.212.172.135,US,Seattle,隧道,70 ms,362 Mbps,46387 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,68 ms,304 Mbps,39014 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,42 Mbps,5414 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,224 Mbps,28672 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,228 Mbps,29286 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,42 Mbps,5388 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,180 ms,38 Mbps,4922 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,167 ms,38 Mbps,4960 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,39 Mbps,5079 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,148 Mbps,18944 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,37 Mbps,4823 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,235 ms,57 Mbps,7390 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,35 Mbps,4596 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,208 ms,100 Mbps,12902 kB/s
