中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,633 Mbps,81100 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,6 Mbps,797 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,49 ms,382 Mbps,48947 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,57 ms,372 Mbps,47718 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,425 Mbps,54476 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,52 ms,440 Mbps,56422 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,48 ms,432 Mbps,55296 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,59 ms,444 Mbps,56934 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,174 Mbps,22323 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,172 Mbps,22016 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,42 Mbps,5398 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,131 Mbps,16793 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,208 Mbps,26624 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,154 ms,40 Mbps,5141 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,149 ms,50 Mbps,6406 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,154 ms,133 Mbps,17100 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,152 ms,34 Mbps,4458 kB/s
158.101.130.149,443,158.101.129.206,JP,Tokyo,隧道,144 ms,136 Mbps,17510 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,46 Mbps,5960 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,45 Mbps,5851 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,199 ms,11 Mbps,1526 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,39 Mbps,5114 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,38 Mbps,4883 kB/s
