中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,319 Mbps,40857 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,39 ms,649 Mbps,83148 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,3 ms,456 Mbps,58470 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,46 ms,655 Mbps,83865 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,24 ms,832 Mbps,106496 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,16 ms,1056 Mbps,135168 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,47 ms,618 Mbps,79155 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,45 ms,496 Mbps,63488 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,58 ms,3 Mbps,450 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,66 ms,340 Mbps,43520 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,123 ms,224 Mbps,28672 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,147 ms,123 Mbps,15769 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,123 ms,42 Mbps,5380 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,148 ms,124 Mbps,15872 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,42 Mbps,5466 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,153 ms,172 Mbps,22016 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,137 ms,46 Mbps,5913 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,45 Mbps,5772 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,45 Mbps,5767 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,170 ms,12 Mbps,1546 kB/s
8.219.149.83,443,8.222.240.96,SG,Singapore,隧道,190 ms,88 Mbps,11366 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,147 ms,42 Mbps,5453 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,192 ms,22 Mbps,2921 kB/s
