中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,788 Mbps,100966 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,48 ms,480 Mbps,61440 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,48 ms,518 Mbps,66355 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,49 ms,503 Mbps,64409 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,414 Mbps,53043 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,939 kB/s
129.146.46.164,443,129.146.46.164,292 Mbps,37478 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,48 ms,363 Mbps,46489 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,432 Mbps,55398 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,417 Mbps,53452 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,312 Mbps,40038 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,169 Mbps,21708 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,49 Mbps,6279 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,245 Mbps,31436 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,200 Mbps,25702 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,146 Mbps,18739 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,45 Mbps,5852 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,47 Mbps,6040 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,45 Mbps,5845 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,161 ms,152 Mbps,19558 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,40 Mbps,5163 kB/s
8.219.119.129,443,8.222.236.107,SG,Singapore,隧道,216 ms,66 Mbps,8516 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,29 Mbps,3775 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,198 ms,75 Mbps,9651 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,5 Mbps,681 kB/s
