中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,920 Mbps,117760 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,21 ms,1008 Mbps,129024 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,1 ms,389 Mbps,49868 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,22 ms,463 Mbps,59289 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,1544 Mbps,197632 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,21 ms,452 Mbps,57856 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,25 ms,960 Mbps,122880 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,33 ms,606 Mbps,77619 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,103 ms,322 Mbps,41267 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,69 ms,7 Mbps,911 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,60 ms,348 Mbps,44544 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,231 Mbps,29593 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,123 ms,43 Mbps,5527 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,42 Mbps,5457 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,132 ms,45 Mbps,5799 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,157 ms,40 Mbps,5221 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,164 ms,40 Mbps,5167 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,172 ms,32 Mbps,4217 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,191 ms,10 Mbps,1385 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,157 ms,40 Mbps,5231 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,146 ms,141 Mbps,18124 kB/s
