中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,816 Mbps,104448 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,38 ms,457 Mbps,58572 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,20 ms,984 Mbps,125952 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,21 ms,992 Mbps,126976 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,660 Mbps,84480 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,1176 Mbps,150528 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,20 ms,670 Mbps,85811 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,338 Mbps,43315 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,74 ms,5 Mbps,718 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,40 Mbps,5130 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,117 ms,48 Mbps,6155 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,262 Mbps,33587 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,161 ms,112 Mbps,14438 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,42 Mbps,5418 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,49 Mbps,6300 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,47 Mbps,6060 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,154 ms,133 Mbps,17100 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,136 Mbps,17510 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,139 ms,132 Mbps,16998 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,163 ms,43 Mbps,5571 kB/s
