中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,720 Mbps,92160 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,945 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,47 ms,416 Mbps,53248 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,437 Mbps,56012 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,52 ms,444 Mbps,56832 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,51 ms,376 Mbps,48230 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,51 ms,384 Mbps,49254 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,58 ms,460 Mbps,58880 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,44 Mbps,5659 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,182 Mbps,23347 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,130 ms,214 Mbps,27443 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,118 ms,180 Mbps,23040 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,129 Mbps,16588 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,154 ms,48 Mbps,6213 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,46 Mbps,5953 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,108 ms,49 Mbps,6280 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,39 Mbps,5001 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,196 ms,8 Mbps,1120 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,35 Mbps,4503 kB/s
168.138.185.234,443,168.138.185.234,SG,Hong Kong,中转,237 ms,67 Mbps,8690 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Hong Kong,隧道,235 ms,40 Mbps,5137 kB/s
