中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,5 ms,1448 Mbps,185344 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,23 ms,976 Mbps,124928 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,24 ms,422 Mbps,54067 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,832 Mbps,106496 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,21 ms,872 Mbps,111616 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,323 Mbps,41369 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,652 Mbps,83558 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,25 ms,469 Mbps,60108 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,361 Mbps,46284 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,71 ms,46 Mbps,5901 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,128 ms,216 Mbps,27648 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,1 Mbps,192 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,126 ms,43 Mbps,5560 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,89 ms,0 Mbps,92 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,138 ms,1 Mbps,180 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,162 ms,116 Mbps,14950 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,149 ms,38 Mbps,4979 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,154 ms,12 Mbps,1640 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,153 ms,38 Mbps,4885 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,161 ms,40 Mbps,5200 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,106 Mbps,13619 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,126 Mbps,16179 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,167 ms,40 Mbps,5172 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,164 ms,6 Mbps,863 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,184 ms,24 Mbps,3092 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,176 ms,42 Mbps,5425 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,148 ms,40 Mbps,5225 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,39 Mbps,5098 kB/s
