中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,840 Mbps,107520 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,304 Mbps,38912 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,474 Mbps,60723 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,54 ms,444 Mbps,56832 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,50 ms,574 Mbps,73523 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,59 ms,498 Mbps,63795 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,442 Mbps,56627 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,35 ms,5 Mbps,748 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,454 Mbps,58163 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,56 ms,362 Mbps,46387 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,61 ms,539 Mbps,69017 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,63 ms,506 Mbps,64819 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,180 Mbps,23040 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,119 ms,191 Mbps,24473 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,109 ms,41 Mbps,5308 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,228 Mbps,29286 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,112 ms,43 Mbps,5587 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,10 Mbps,1345 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,13 Mbps,1770 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,159 ms,130 Mbps,16691 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,152 ms,40 Mbps,5210 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,37 Mbps,4779 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,46 Mbps,5952 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,221 ms,37 Mbps,4815 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,14 Mbps,1861 kB/s
