中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,41 ms,669 Mbps,85708 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,26 ms,752 Mbps,96358 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,24 ms,816 Mbps,104448 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,35 ms,604 Mbps,77312 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,40 ms,444 Mbps,56934 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,44 ms,498 Mbps,63795 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,43 ms,583 Mbps,74649 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,45 ms,563 Mbps,72089 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,27 ms,904 Mbps,115712 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,35 ms,548 Mbps,70144 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,48 ms,259 Mbps,33177 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,52 ms,7 Mbps,971 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,49 ms,52 Mbps,6722 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,143 ms,156 Mbps,19968 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,125 ms,215 Mbps,27545 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,140 ms,33 Mbps,4286 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,140 ms,190 Mbps,24371 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,151 ms,155 Mbps,19865 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,136 ms,200 Mbps,25600 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,132 ms,46 Mbps,5957 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,137 ms,47 Mbps,6051 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,124 ms,45 Mbps,5854 kB/s
158.101.201.244,443,2606:f240:f00:83a7:0:3449:b1ea:bc28,US,Frankfurt,隧道,138 ms,141 Mbps,18124 kB/s
150.230.20.4,443,2606:f240:f00:83a7:0:f5a9:c740:b434,US,Frankfurt,隧道,134 ms,144 Mbps,18432 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,176 ms,41 Mbps,5349 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,189 ms,40 Mbps,5130 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,179 ms,1 Mbps,155 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,194 ms,37 Mbps,4847 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,208 ms,36 Mbps,4658 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,144 ms,42 Mbps,5410 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,174 ms,100 Mbps,12902 kB/s
