中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,24 ms,1256 Mbps,160768 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,19 ms,1304 Mbps,166912 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,856 Mbps,109568 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,16 ms,326 Mbps,41779 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,45 ms,551 Mbps,70553 kB/s
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,40 ms,632 Mbps,80896 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,564 Mbps,72294 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,13 ms,456 Mbps,58368 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,21 ms,1488 Mbps,190464 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,51 ms,7 Mbps,970 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,54 ms,430 Mbps,55091 kB/s
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,36 ms,559 Mbps,71577 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,121 ms,41 Mbps,5254 kB/s
141.147.165.223,443,140.238.41.131,JP,Tokyo,隧道,115 ms,136 Mbps,17408 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,122 ms,220 Mbps,28160 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,47 Mbps,6142 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,149 Mbps,19148 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,121 ms,41 Mbps,5351 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,140 ms,164 Mbps,21094 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,137 ms,194 Mbps,24883 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,153 ms,48 Mbps,6221 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,159 ms,43 Mbps,5525 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,188 ms,0 Mbps,97 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,154 ms,40 Mbps,5179 kB/s
