中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,1392 Mbps,178176 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,28 ms,776 Mbps,99328 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,33 ms,816 Mbps,104448 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,17 ms,456 Mbps,58368 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,30 ms,764 Mbps,97792 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,27 ms,617 Mbps,79052 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,241 Mbps,30924 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,18 ms,468 Mbps,59904 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,70 ms,3 Mbps,479 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,8 ms,904 Mbps,115712 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,192 Mbps,24576 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,111 ms,47 Mbps,6088 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,113 ms,50 Mbps,6470 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,150 ms,142 Mbps,18227 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,138 ms,49 Mbps,6327 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,149 ms,47 Mbps,6019 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,142 Mbps,18227 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,155 ms,47 Mbps,6082 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,133 Mbps,17100 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,162 ms,12 Mbps,1591 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,172 ms,44 Mbps,5725 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,194 ms,51 Mbps,6621 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,135 ms,43 Mbps,5581 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,153 ms,40 Mbps,5215 kB/s
